i,j,tau_sch,margin_sch_exact,margin_sch_float,tau_cau,margin_cau_exact,margin_cau_float,ratio_cau_over_sch
61,4,1,7856107028818092722274902632676459122145655828073912713184723961319638882604548088287409787358482340869965835836805626612692841992892632888286071780986041999617168546408216755308081595311689552789566341464815047251887562033336283292464330055640243/369759023284172282170295800640491015990020612872311354218871810338857574786131099386921050609089434146881103515625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.021246559337594336,1,7707780108336792657724480729774755077923884634821047346096920435450668522268441166092953049327236245689515707556870341640849060243917520145592320432434244734047109764368631708174445297395961172450243176802468803393550159689586283292464330055640243/369759023284172282170295800640491015990020612872311354218871810338857574786131099386921050609089434146881103515625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.02084541450774307,0.9811195392403386
61,5,1,6460226546668513938739421225080259638638441967857455861049658540254491317520114711718586290018067281406468535990341964981934529076065957210233029864296562156004380536837504943652127971703417765257262482789076140849607438447840982999495580055640243/369759023284172282170295800640491015990020612872311354218871810338857574786131099386921050609089434146881103515625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.017471450701295292,1,6179100877660467332983359158631336243720736680402002016161159050782191013526501091665584278004857845314287312546481288776510333028713053165387020463409780672045963359548170717237659263190444725131345093545234969584959000947840982999495580055640243/369759023284172282170295800640491015990020612872311354218871810338857574786131099386921050609089434146881103515625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.016711156425009324,0.9564836206629594
61,6,9/10,318292055383394867990084489909865049339256077476353907372749167932669137815080711114372505482829744995305789756176696895781704761333868832944550805838491732672752155143854712558917107934101943907848009494476546194784664250742732294514737838697162732974362605139678043027/23284170624067683396049185378951808831384072933029881402795077857896912428697921981779472844209522008895874023437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.013669890180859278,9/10,298152516396026859371853040920620778307235244925548706240899642293833097961224276832390183821286036909846894690777726391374319524511212602605291328041107193681837178787535259849874347300345413546511928100419737079082799155563204296544156784009662732974362605139678043027/23284170624067683396049185378951808831384072933029881402795077857896912428697921981779472844209522008895874023437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.012804944664330947,0.9367262278566483
61,7,4/5,9848866572598816900310806543187450020719129563583286591090977083737197783953422377747320809374519969343805978327281804710359882545443104080147970981096023869297029264045529707312323891160827094226868553062136052418908503862558423831669128093054508707159178265945052353/848902054002467623814293216940951363644210992350047759476903880235824932296278405585709947445138823240995407104492187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.011601888022490505,4/5,9084185034426995150866891052353108497882388283454666755131229060654871619390223292158510715713179758043447628612144509625520432536669207205447749029889965295719993684026668447354721681468225659562550286512147894918908503862558423831669128093054508707159178265945052353/848902054002467623814293216940951363644210992350047759476903880235824932296278405585709947445138823240995407104492187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.010701099133399656,0.9223584224098138
61,8,3/4,7145781005102075116283930727199537510603317883204333192091127794932514454505966850164461783572616583579150570563824559360188434497574328770167903493616644549384740561210086854399582562344271466691706681637738229925363345906291112616836845190310587698940449107638324557/667603740133268618331522243185306262813444139135832759580940472341620273155626819061581045389175415039062500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.010703626381235698,3/4,918441923924065398917815769548753741207293084367659494724091861252164321978088410645482010900789399878145008052408593407153114167321490555148527361759568905637410505659172259350804268999003879049238788767424959531315744691018008804772555730312226814134349872519760651/95371962876181231190217463312186608973349162733690394225848638905945753307946688437368720769882202148437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.009630104028753745,0.8997047996402487
61,9,7/10,585750634038238548768543770210832355168845391500671550214762404627398475867006139215768981138082771223967676942482422659825168695354589910043459238015116318507180202746836413505644143374062928882762695705098063149939532142507988851580906794611357656237688097036118842807/54329731456157927924114765884220887273229503510403056606521848335092795666961817957485436636488884687423706054687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01078140123904197,7/10,520131432133269286235813061900335977683474044154101170720877103612010078848538651342887895615336576469516310521843710872988168933192742517013986376503541782484517877333377208779754059916219965031491064440731497129464227456974942129168797419611357656237688097036118842807/54329731456157927924114765884220887273229503510403056606521848335092795666961817957485436636488884687423706054687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.009573605799119327,0.8879741683716461
62,0,1,53659852476062237040851633852135128850781857736132785735390064943462800590270066151816919087804495309399818258628187277442307803350276175070076183821258489175766630115197614700416139646835314582818393986464472461007513653505947310370112594410838708015879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.025237743592541776,1,53659852476062237040851633852135128850781857736132785735390064943462800590270066151816919087804495309399818258628187277442307803350276175070076183821258489175766630115197614700416139646835314582818393986464472461007513653505947310370112594410838708015879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.025237743592541776,1.0
62,1,1,53440350056424859080661483542099077537637928412521172809179263584270996995984728902996565558217477445381823407526568701625819166988302932731543183871028792663531917817469326084898244349169805949219350077940878558407137429211524818263514729504998078015879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.02513450540739727,1,53414201946567968925726951026056011948774657978972580871547473457159489575211811340668751863395632072333243510173027129091159370400526048112462582192524751370168770469350816206437980941478921796718127708563377547187419937211524818263514729504998078015879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.025122207213094702,0.9995107047422167
62,2,1,52253962952225920902636225893748851932613597534928393564042540560438143745748906100236077136035710573482550181971650583869972576538141287380973914081099201767099673290860426217088805020152346999620417183317572126159369023843496703130267398372697290515879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.02457651405714844,1,52126830265685878187122888185544494666440688455127124189441844236804435920805265092591584324168635511151512380520464949095873537222280719922426158942546306448682580080163860173079393292725103977582978938343973256859549220593496703130267398372697290515879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.024516719965344706,0.9975670230666279
62,3,1,49443535600456215833462088106684018287588715444834063258300602177885380714727801825673143179537763246518707837267058762993174120700420828292560697031630200194554276029828438646222807480733610046488623859390743980217536756328257341943721134787476188015879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.023254690727107206,1,49064076546987076488970800458015805858330928340349510232819152548512851307885375059518937785182342917724896308240989246328883795809243871898895146155513848690527017162843921930653910710153882806469065949350727800702056884328257341943721134787476188015879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.023076220421032568,0.9923254061656214
62,4,1,44285442886174222027556888884464919974510192755549552629930891314794946945010788693020576148739895454937326457043635148021956852569796285161956544844835153818185386837031517644727201102398042135428378780424744439786684126665806734703875938749334770515879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.020828694095683744,1,43425681768530355011919126285940600273403880803287093356340034736887288895837706655283628456060858236847508005229481378855413266957837031447416456316878175676253006857049130655658821082320129928349379976616111189016469595415806734703875938749334770515879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.020424324168509367,0.9805859203022156
62,5,1,36086267047089990793428244720051878882033393660332342269807889787874330550200801154525848604643131354492526922227173212033354532118433703137895762488095087823722615675853049450984886889880532897527569441532913315273295634856144881410731810258273038015879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.016972390212081332,1,34461703786766549782433385968775700625725979516705188086273659499344013367779531600589454449460372476943094878882608793091317031606565037201667028774637483376312632967560907382940340525323575744928557521955331406476178782856144881410731810258273038015879370309725579675507/2126174722367800050826803129777083153468549465784032867187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.016208312244625177,0.9549811218155787
62,6,9/10,4467038265832998443861299202480074687045549644075039320914557186111757113571805655196724138489285170244042177326503533607883488142547368817807672236999870113779052979326533082954317694559449595824337726428453202723651738897582638967212155117204114172445286156630797316395621173733663401394949/334476069950634323964671577326634547167559337915963540433459856120300292968750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01335532992387854,17/20,65444592228892409258959429191488591705266354734704727670926092520013940815404975991351820284740735374235928220132927405795521058888296109088785131156242229807583825038912280216875127017727536725292700411482521442892790000844870060090987288234721215569557706510023744971195745907908930763055547663/5201771839872265006298572370583820477549882823269064980821167682382910156250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.012581211603179326,0.9420367504875236
62,7,4/5,14568180136880081470402973604606574578253118712357076478482070410717845665172505413297515597233065261081266068929247095711803636475407687025746240083095315920973842774010252359844552586302162631806774529385108209448928357068848614716108277403879935252662498028872062004053807970022603491683417/1269963828093814698803362395162065546276826861149674067583292891206765174865722656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.011471334706238501,3/4,2079468812346229856846484039212934035820396164344978823347275610183299365175569682126203161831558801017608618589197428301046758761007932445376600971377614814149114783789141116551575270247929837944550296734365934131227564428913202755231637013187196566350839753968680918141869715975410612491/195716283216828312994184968675699300742617578300540951659350224381250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.010624914688587497,0.9262143386688306
62,8,3/4,14456434216920851454967509970917785255667581338131006006211627585725872233106329243420424894476227545772791776022850369670997797371619950838779375930337815995718244644376165477239428813931689059492716993723741892690342245770735408389007616989383333627244735585280766426993088011827874287437/1370013982517798190959294780729895105198323048103786661615451570668750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.010552034067822402,7/10,795523571928276332097222158432262588688863175606795420156092624235737063485756111392181693388223815069581057646871749514122851149043355972259281948751154885521749201613584627623602838357787789627835261267120331467620000369944483403256153827603657509143831941915530295269882353972940871135265823/81277684998004140723415193290372194961716919113579140325330745037232971191406250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.009787724292932449,0.9275675410089268
62,9,7/10,861250398265580641393293970683711771315315876143832562972485536787585203258233587416217088890926477323418066463122952479154903782529554333631227147709199471818534276057779875533882900529635746757408326116264129413079158395815790062537583194974792995715156191789707095269882353972940871135265823/81277684998004140723415193290372194961716919113579140325330745037232971191406250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.010596394302897893,13/20,204822287921699606007920970400059351514729610237003588487548367741178283701232363577524859909063420977027310730439257624411457331784715930823488191813146437122383943779452590845637879192651525143913350898333715904849297729810092191764643825547971760740036171150037177488705945849932933977264301/21406468476840596733738980948904611018723797626621666587741430791699218750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.009568242802090144,0.9029715701947245
63,0,1,36836092446169616494767552933974736979726515376122896744380599613092028622872114944664052494087457558910209247558177580360471457442073862454082499255598694239811035287721724979862293283069535057248428407220366921624502399/1477087975537826758042653116919827760575886154323373891079816929881284651471927341322076637522506275804149175809426744055005090855425819995616620872169733047485351562500000000000000000000000000000000000000000000000000000000,0.024938319894424108,1,36836092446169616494767552933974736979726515376122896744380599613092028622872114944664052494087457558910209247558177580360471457442073862454082499255598694239811035287721724979862293283069535057248428407220366921624502399/1477087975537826758042653116919827760575886154323373891079816929881284651471927341322076637522506275804149175809426744055005090855425819995616620872169733047485351562500000000000000000000000000000000000000000000000000000000,0.024938319894424108,1.0
63,1,1,62331426733918315943288433600372112933344661613558355118424168223071476770523241256662209763411938383525066443552625265136295141014738187239154761169448152579981457830699661196290433677789558524128518072024617571183278580699/2512526646389843315430552951880627020739582348504058988726768597728065192153748407588852360425783175142857748051834891637563659545079319812543872103560715913772583007812500000000000000000000000000000000000000000000000000000000,0.02480826494854494,1,62300095216380385729196569898695252953095310188822670077434927384774568030685741305711519214822513829877004493063379390930006604651266914147066707604175399521984146566461441995315736822961632961269936529055867571183278580699/2512526646389843315430552951880627020739582348504058988726768597728065192153748407588852360425783175142857748051834891637563659545079319812543872103560715913772583007812500000000000000000000000000000000000000000000000000000000,0.024795794825060696,0.9994973399586748
63,2,1,250372251748759637601093955341834750604824732200191288794907221258286561284593055851001210901344580006586019893681206914680592322126301194031231992250246891316341492945864459216100919395228068876069298002153896576371516793/10339615828764787306298571818438794324031203080263617237558718509168992560303491389254536462657543930629044230665987208385035635987980739969316346105188131332397460937500000000000000000000000000000000000000000000000000000000,0.02421485052203048,1,249746180962727841109955955663880659761479526694406893864688195351540688926054475189260509141956016786365366953632965252109805266975690904770403457741127318303759092313687477707400246028680506694119682523638271576371516793/10339615828764787306298571818438794324031203080263617237558718509168992560303491389254536462657543930629044230665987208385035635987980739969316346105188131332397460937500000000000000000000000000000000000000000000000000000000,0.024154299840419075,0.9974994402068963
63,3,1,57391112908533838252400747262739787606884756726803757773779935775007147753621106727476183749597730522504468299397993016352183413193245481232310535233809793425659245843944927919705198201163336442417334313552937883683278580699/2512526646389843315430552951880627020739582348504058988726768597728065192153748407588852360425783175142857748051834891637563659545079319812543872103560715913772583007812500000000000000000000000000000000000000000000000000000000,0.02284199174205655,1,56937877034301278092291052513761309482790769467396328989622355239761644056650443039810403536040331368773974198037353596410244197751434424970032958634114260483896544937486371932728670350088402436680029626052937883683278580699/2512526646389843315430552951880627020739582348504058988726768597728065192153748407588852360425783175142857748051834891637563659545079319812543872103560715913772583007812500000000000000000000000000000000000000000000000000000000,0.02266160126743858,0.9921026819090458
63,4,1,51130446278451470367055866859337360673810967496754297401269660145076061857614021179485368710731977218933742565478017839405849971541792220687124203456999188782949127431199693588802642903760567303209218101144490618058278580699/2512526646389843315430552951880627020739582348504058988726768597728065192153748407588852360425783175142857748051834891637563659545079319812543872103560715913772583007812500000000000000000000000000000000000000000000000000000000,0.020350210554749306,1,50106062302965172351898118503282020370107500038472758583289038088365800934521049222180135027372983296445065280296583057729576416969495110313852790392673535716217858540539687357232725804282960477678689078927693743058278580699/2512526646389843315430552951880627020739582348504058988726768597728065192153748407588852360425783175142857748051834891637563659545079319812543872103560715913772583007812500000000000000000000000000000000000000000000000000000000,0.019942499863617656,0.9799652838954778
63,5,1,169742444825451983204247473599215016186117588424752674686469344870952897278413339785338941974550432871296326880386761747898365946789521910176106916795023190486195810870978265662832798862578352511593886863237880951371516793/10339615828764787306298571818438794324031203080263617237558718509168992560303491389254536462657543930629044230665987208385035635987980739969316346105188131332397460937500000000000000000000000000000000000000000000000000000000,0.01641670712302762,19/20,462532905917365589094299500200713820110072345636056836437558898030746887999771160090100816866862316919492824814940218306384468592964586288383173979907450643868400396187260009829385965787854597793347281884691670276551180990227853744606255296650336929237/29399876013399385666548635890369983570989916762627962610504377682799954236145635034393714258215995508184828011524758473171914374688640236854553222656250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.015732478113396127,0.9583211782665156
63,6,17/20,196706773329740686168881047559060178643919465697952624715554526815371236295959527747346663640521816615879498464953875820102923327262926929959691986738642105563030707340998395925380317351110294982703270292372555849394601227581238049363747254985936526582831/15052736518860485461272901575869431588346837382465516856578241373593576568906565137609581700206589700190631941900676338264020159840583801269531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.013067841391050381,17/20,185844678372091479635363146661540152789686696500576555040968802143344750047172052952484167911029393575063696381925622862978191629322339470739447187285862391573500323758014863694878766785305132187369017454235299785442649226646840247606888429302342776582831/15052736518860485461272901575869431588346837382465516856578241373593576568906565137609581700206589700190631941900676338264020159840583801269531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.012346238714750333,0.9447802697701669
63,7,3/4,41593951167133481163487250387640295046449288931671474355167253703514397278111224183071674846215358396239989918214861920590676906780522827303183403021225746643023466252203088125124897497388461162115353972202340608505383407167872375017270304988443/3674984501674923208318579486296247946373739595328495326313047210349994279518204379299214282276999438523103501440594809146489296836080029606819152832031250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.011318129681411306,3/4,38877718222894949875186754388700963074443437811426330256454296553009652257839843598472945654801371278722555519313988323492150564307521236743891373967878044384494344868573117531569674476150871386500883071635774550118131137855133002763852336238443/3674984501674923208318579486296247946373739595328495326313047210349994279518204379299214282276999438523103501440594809146489296836080029606819152832031250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01057901555916111,0.934696443400529
63,8,7/10,9456292898699408791921058486671354766005985988235317180911376221600849067780199579752003771731357512446641450369818296263475558545024889917325336307351040788049957635099424872519264454217304715966503675358439489760180227027144669954306969473660579/897213013104229298905903194896544908782651268390745929275646291589354072147999116039847236884033066045679565781395217076779613485371100978227332234382629394531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.010539629676103316,7/10,8935681929539999618300833483410834290655875061149265050810258260282061919952488916441411173517211609473392639961284315471779095012515013062203776683002041183912871601572574272701887473500710033799217358941395100278363902621772527162558922598660579/897213013104229298905903194896544908782651268390745929275646291589354072147999116039847236884033066045679565781395217076779613485371100978227332234382629394531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.00995937620055667,0.9449455537453781
63,9,13/20,156806132303802372814881784071563868383878194658759140730601396716692732830134371936555637991569449635764190376624322507419221303114710971128354806210824442328724874279268149382049794480376061514770811092995282789353754514196353280693272808267957706465091/15052736518860485461272901575869431588346837382465516856578241373593576568906565137609581700206589700190631941900676338264020159840583801269531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.010417117984316703,13/20,146636339344556200457787023228663389936037069729275043748947106748375823536163245551990982336032902877664675787983434052777986657483463680617771795048131096026494563527309823582928933456777143961159246124159462703546157034908119836598614910318738956465091/15052736518860485461272901575869431588346837382465516856578241373593576568906565137609581700206589700190631941900676338264020159840583801269531250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.009741507078186525,0.9351441629875622
64,0,1,8418153116367776768044995726162059589598974147305933345549227678281399423282801991722836794115561729791369943022416655735775720275304501764906370279079492846011568433325275670512375182282499885402860057/342551962620837381223754534147770416980288328587427800323561881600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.02457482085918051,1,8418153116367776768044995726162059589598974147305933345549227678281399423282801991722836794115561729791369943022416655735775720275304501764906370279079492846011568433325275670512375182282499885402860057/342551962620837381223754534147770416980288328587427800323561881600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.02457482085918051,1.0
64,1,1,527000678785824727992888125958809973868911622727497112743845224417536217249051109248374985291110218605897465883779683152995611892767837518770560954723764361193881486693208946924618431149730292780380183591/21580773645112755017096535651309536269758164701007951420384398540800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.024419915960944748,1,526727684426826263949368942068717506142689965315313585347265207038225867250147804265785254294422059553131112323025867992951676109142029342039097203040223088013208175428473714924618431149730292780380183591/21580773645112755017096535651309536269758164701007951420384398540800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.02440726607343433,0.999481984805736
64,2,1,57052991979775399231547572390094424363184222727370919093085348033171885155922766363541060506245516443342841421388341170715346050751699398720985741345676673676674519458026074614171324942460699197820020399/2397863738345861668566281739034392918862018300111994602264933171200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.023793258585716275,1,56905904073882557371748134870835194953698979848478021009653233102559098227165669173841393598970208981464349554611433443968137909033901357919939560754321507512545781871612506614171324942460699197820020399/2397863738345861668566281739034392918862018300111994602264933171200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.023731917357880574,0.9974219072341555
64,3,1,482806010742605156672193800629100371314127298188536364823360828763489859797104887697143381913439585937897543909482522452986239460229488176505824515897777573045882621085046685971634815147528692780380183591/21580773645112755017096535651309536269758164701007951420384398540800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.022372043684909453,1,478869779763733062207369834809191270052731070223936787511308425568835815795086741152402072998977666201679311277916063070141233003762815003272526625239256082155109640849282973971634815147528692780380183591/21580773645112755017096535651309536269758164701007951420384398540800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.02218964841754778,0.9918471790091888
64,4,1,427675695516919324926336541431048821094880758581734089033539737429906451467271307751894875947006538874967286686215123533053007213977499077191988114487137859613700984023820990256897103145877492780380183591/21580773645112755017096535651309536269758164701007951420384398540800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.019817440400880716,1,418801746080264960146836140277701336804769117669009716276052941729185106735809711534307746642562938757505259185364144898541314466799892601653154402451206875993649762745100990256897103145877492780380183591/21580773645112755017096535651309536269758164701007951420384398540800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.019406243398280953,0.9792507511423377
64,5,19/20,2349497142415164015210571785433950799006397537082035828832157446538586185385148854574045307212915154756326743385443773249429239687963788954820125167389038927653954008678188348078468687551317945742310428307503137565202601/148006838644551706375511370949273926691005331916871339868160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.015874247189737213,19/20,2254995757117830452420079626183928109778390396649004798251205700224163842251613305265543382027557628082782138929399905493196498752648774036767211087610298859685891733323268286388872210111317945742310428307503137565202601/148006838644551706375511370949273926691005331916871339868160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.015235753819006655,0.9597780377803776
64,6,17/20,65538214511339301789503827385903474811207789810405813105705622621261942250071067191316321808267536029492876055738085193224097271567013958582663749304951385180741683789380825390387619813718547898308062452448332127546656901/5137951684375152092749894734381937740844899379399962226851840000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.012755708604782196,17/20,61788096226424575799924994268766267529114705542298550919876870421279280798196885325463828465637647753513314323182819149362265000806335282202269259474455502586647612483649514650113877334358547898308062452448332127546656901/5137951684375152092749894734381937740844899379399962226851840000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.012025822744563019,0.9427796696495921
64,7,3/4,317734728778095330289003162515194297015044051408051483608771811878762658461639105051378553049986990556277254627817104205802978989247276914908489542098895875858606529069625809298088843414509390753515890502364920506779/28417313019753927624098183222260593924673023728039297254686720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.011181026459370953,3/4,296433725881606948968020828271342548683113281825502904527866544463632702562712237935708533039559258783775738919548374530276849309256948498509665199548731098544373975069587715646120843414509390753515890502364920506779/28417313019753927624098183222260593924673023728039297254686720000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.010431448099105812,0.9329597901419051
64,8,7/10,5960193284710585632247738013694588419611395988687188045572929609596568288415686786945773122218687518960057494402118974680262879048614918909662138851307990532288813411783498761559496852684496286763190608108206320012130547/561963465478532260144519736573024440404910869621870868561920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.010606015605721388,7/10,3254091882639236614517768450385677348588583462231611235628830465668010460573144554245269506557995535289738711081515805452929760453232033758041746919145698963553731671906866827366572192545744102532571174666787960030647/330372407688731487445337881583200729220994044457302097920000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.009849768948335298,0.9286964411990742
64,9,13/20,1551922670467128856022997665096819039840757519927340280168531887693205650202689600225011753677813565843176264118297736454696084656197538414181966973322700058033204668803602880435232454418875215143759038621359014243382889/148006838644551706375511370949273926691005331916871339868160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.01048547948648626,13/20,1450098494058474314783671646170007640985711348962563283745826892850299234256337931245505749292239733750697858563056436256637811050944178235202309283943512215377213306714349924178118588178875215143759038621359014243382889/148006838644551706375511370949273926691005331916871339868160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.009797510083577845,0.9343883697645802
65,0,1,1488892829664269396425660343128782561954067480774746317189965459699185868871599312489155409741723138824545732883604713358455638744539890055311109881980631808957250065261469046177765745454394992710385097007139750689193845710756738932583811157598807/61640001209923630819187414845837710804496874867954592670711522400318112951955740186349430587142705917358398437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.02415465282996405,1,1488876780714162529586267959130194020220772581068890454748672385075501241786429787713276003357062395952216076553804632012491403344603199688363143349362864317852426635064860953772254033244032723917049151154882410173800454022594238932583811157598807/61640001209923630819187414845837710804496874867954592670711522400318112951955740186349430587142705917358398437500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.024154392464133555,0.9999892208829358
